DIRECTORIO,SECUENCIA_P,ORDEN,HOGAR,AREA,CLASE,INI,FEX_C,DPTO,ANO,MES,PERIODO,REGIS,P7430,P7440,P7450,P7452,P7454,P7456,P7458,P7460,P7470,P7472,P7472S1,P744,P1884,P1807,P6921
4731680,1,5,1,13,1,1,175.42045966,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731681,1,2,1,13,1,1,351.33446818,13,2018,10,201810,80,1,4,3,2,,,8,2,,2,,,,,2
4731682,1,1,1,13,1,1,389.38889986,13,2018,10,201810,80,1,4,3,2,,,8,1,,2,,,,,2
4731682,1,3,1,13,1,1,389.38889986,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731683,1,1,1,13,1,1,411.29843678,13,2018,10,201810,80,1,4,3,2,,,9,2,,2,,,,,2
4731684,1,1,1,13,1,1,441.62272344,13,2018,10,201810,80,1,4,3,2,,,8,2,,2,,,,,2
4731685,1,1,1,13,1,1,333.24074392,13,2018,10,201810,80,1,4,5,2,,,10,3,,2,,,,,3
4731687,1,4,1,13,1,1,161.57129782,13,2018,10,201810,80,1,4,3,2,,,8,2,,2,,,,,2
4731687,1,5,1,13,1,1,161.57129782,13,2018,10,201810,80,1,4,5,2,,,8,2,,2,,,,,2
4731688,1,2,1,13,1,1,376.16588486,13,2018,10,201810,80,1,4,3,2,,,9,1,,2,,,,,2
4731688,1,3,1,13,1,1,376.16588486,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731689,1,1,1,13,1,1,169.93858745,13,2018,10,201810,80,1,4,5,2,,,10,3,,2,,,,,3
4731689,1,2,1,13,1,1,169.93858745,13,2018,10,201810,80,1,3,3,2,,,9,2,,2,,,,,2
4731690,1,2,1,13,1,1,204.20027369,13,2018,10,201810,80,1,1,4,2,,,9,2,,2,,,,,2
4731690,1,3,1,13,1,1,204.20027369,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731691,1,2,1,13,1,1,626.96533515,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731691,1,4,1,13,1,1,626.96533515,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731692,1,1,1,13,1,1,161.57129782,13,2018,10,201810,80,1,4,4,2,,,12,2,,2,,,,,2
4731692,1,2,1,13,1,1,161.57129782,13,2018,10,201810,80,1,1,4,2,,,4,2,,2,,,,,2
4731692,1,5,1,13,1,1,161.57129782,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731692,1,6,1,13,1,1,161.57129782,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731694,1,1,1,13,1,1,227.13582129,13,2018,10,201810,80,1,4,3,2,,,9,2,,2,,,,,2
4731694,1,4,1,13,1,1,227.13582129,13,2018,10,201810,80,1,1,8,2,,,12,2,,2,,,,,2
4731696,1,1,1,13,1,1,411.29843678,13,2018,10,201810,80,1,4,4,2,,,8,2,,2,,,,,2
4731698,1,1,1,13,1,1,161.57129782,13,2018,10,201810,80,1,4,4,2,,,8,2,,2,,,,,2
4731698,1,2,1,13,1,1,161.57129782,13,2018,10,201810,80,1,4,3,2,,,9,2,,2,,,,,2
4731698,1,5,1,13,1,1,161.57129782,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731700,1,1,1,13,1,1,161.57129782,13,2018,10,201810,80,1,4,5,2,,,10,3,,2,,,,,3
4731700,1,2,1,13,1,1,161.57129782,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731701,1,2,1,13,1,1,167.56736874,13,2018,10,201810,80,1,4,3,2,,,11,2,,2,,,,,2
4731701,1,4,1,13,1,1,167.56736874,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731702,1,1,1,13,1,1,242.53792875,13,2018,10,201810,80,1,4,1,2,,,9,1,,2,,,,,2
4731702,1,2,1,13,1,1,242.53792875,13,2018,10,201810,80,1,1,8,2,,,4,1,2,2,,2,,3000000,1
4731703,1,1,1,13,1,1,363.00000001,13,2018,10,201810,80,1,1,7,2,,,11,2,,2,,,,,2
4731704,1,2,1,13,1,1,253.46433631,13,2018,10,201810,80,2,,,,2,,,2,,2,,2,,1000000,2
4731704,1,3,1,13,1,1,253.46433631,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731704,1,4,1,13,1,1,253.46433631,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731705,1,2,1,13,1,1,395.84196664,13,2018,10,201810,80,1,2,8,2,,,2,2,,2,,2,,1000000,2
4731705,1,3,1,13,1,1,395.84196664,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731706,1,3,1,13,1,1,314.92873697,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731707,1,3,1,13,1,1,276.5390145,13,2018,10,201810,80,2,,,,2,,,2,,2,,,,,2
4731708,1,2,1,13,1,1,368.72870167,13,2018,10,201810,80,1,4,3,2,,,9,2,,2,,,,,2
4731709,1,1,1,13,1,1,295.42757297,13,2018,10,201810,80,1,4,9,2,,,8,2,,2,,,,,2
4731710,1,1,1,13,1,1,233.48483761,13,2018,10,201810,80,1,4,5,2,,,10,3,,2,,,,,3
4731710,1,2,1,13,1,1,233.48483761,13,2018,10,201810,80,1,2,4,2,,,4,2,,2,,,,,2
